date,keyword,cluster,page,engine,region,device,previous,current,delta,priority,actualUrl
2026-08-03,crear firma para documentos,feature,/es/crear-firma-online,google,,,,,,medium,/es/crear-firma-online
2026-08-03,firmar pdf desde celular,feature,/es/firmar-pdf-desde-celular,google,,,,,,high,/es/firmar-pdf-desde-celular
2026-08-03,firmar pdf en celular,feature,/es/firmar-pdf-desde-celular,google,,,,,,high,/es/firmar-pdf-desde-celular
2026-08-03,firmar documentos desde el celular,feature,/es/firmar-pdf-desde-celular,google,,,,,,medium,/es/firmar-pdf-desde-celular
2026-08-03,firmar pdf iphone,feature,/es/firmar-pdf-desde-celular,google,,,,,,medium,/es/firmar-pdf-desde-celular
2026-08-03,firmar pdf android,feature,/es/firmar-pdf-desde-celular,google,,,,,,medium,/es/firmar-pdf-desde-celular
2026-08-03,firmar contrato alquiler pdf,usecase,/es/firmar-contrato-alquiler-pdf,google,,,,,,high,/es/firmar-contrato-alquiler-pdf
2026-08-03,firmar contrato de arrendamiento online,usecase,/es/firmar-contrato-alquiler-pdf,google,,,,,,medium,/es/firmar-contrato-alquiler-pdf
2026-08-03,firmar contrato pdf online,usecase,/es/firmar-contrato-alquiler-pdf,google,,,,,,medium,/es/firmar-contrato-alquiler-pdf
2026-08-03,firmar pdf para visa,usecase,/es/firmar-pdf-para-visa,google,,,,,,high,/es/firmar-pdf-para-visa
2026-08-03,firmar documentos para visa,usecase,/es/firmar-pdf-para-visa,google,,,,,,medium,/es/firmar-pdf-para-visa
2026-08-03,firma digital para tramite de visa,usecase,/es/firmar-pdf-para-visa,google,,,,,,medium,/es/firmar-pdf-para-visa
2026-08-03,alternativa smallpdf,competitor,/pt/alternativa-smallpdf-assinar-pdf,google,,,,,,high,/pt/alternativa-smallpdf-assinar-pdf
2026-08-03,alternativa a smallpdf gratis,competitor,/es/alternativa-smallpdf-firmar-pdf,google,,,,,,high,/es/alternativa-smallpdf-firmar-pdf
2026-08-03,smallpdf alternativa sin marca de agua,competitor,/es/firmar-pdf-sin-marca-de-agua/,google,,,,5,,medium,/es/firmar-pdf-sin-marca-de-agua/
2026-08-03,alternativa docusign gratis,competitor,/pt/alternativa-docusign-gratis,google,,,,,,high,/pt/alternativa-docusign-gratis
2026-08-03,alternativa a docusign,competitor,/es/alternativa-docusign-gratis,google,,,,,,high,/es/alternativa-docusign-gratis
2026-08-03,docusign alternativa gratuita,competitor,/es/alternativa-docusign-gratis,google,,,,,,medium,/es/alternativa-docusign-gratis
2026-08-03,assinatura digital pdf gratis,core,/pt/assinar-pdf-online-gratis,google,,,,,,medium,/pt/assinar-pdf-online-gratis
2026-08-03,assinar pdf sem criar conta,core,/pt/assinar-pdf-sem-cadastro,google,,,,,,medium,/pt/assinar-pdf-sem-cadastro
2026-08-03,assinatura digital sem registro,core,/pt/assinar-pdf-sem-cadastro,google,,,,,,medium,/pt/assinar-pdf-sem-cadastro
2026-08-03,assinar pdf sem marca dagua,core,/pt/assinar-pdf-sem-marca-dagua,google,,,,,,high,/pt/assinar-pdf-sem-marca-dagua
2026-08-03,assinar pdf gratis sem marca dagua,core,/pt/assinar-pdf-sem-marca-dagua,google,,,,,,high,/pt/assinar-pdf-sem-marca-dagua
2026-08-03,adicionar assinatura no pdf,feature,/pt/adicionar-assinatura-no-pdf,google,,,,,,high,/pt/adicionar-assinatura-no-pdf
2026-08-03,como assinar um pdf,feature,/pt/adicionar-assinatura-no-pdf,google,,,,,,high,/pt/adicionar-assinatura-no-pdf
2026-08-03,colocar assinatura em pdf,feature,/pt/adicionar-assinatura-no-pdf,google,,,,,,medium,/pt/adicionar-assinatura-no-pdf
2026-08-03,criar assinatura online,feature,/pt/criar-assinatura-online,google,,,,,,high,/pt/criar-assinatura-online
2026-08-03,criar assinatura digital gratis,feature,/pt/criar-assinatura-online,google,,,,,,high,/pt/criar-assinatura-online
2026-08-03,fazer assinatura eletronica,feature,/pt/criar-assinatura-online,google,,,,,,medium,/pt/criar-assinatura-online
2026-08-03,assinar pdf no celular,feature,/pt/assinar-pdf-no-celular,google,,,,,,high,/pt/assinar-pdf-no-celular
2026-08-03,assinar pdf pelo celular,feature,/pt/assinar-pdf-no-celular,google,,,,,,high,/pt/assinar-pdf-no-celular
2026-08-03,assinar documento no celular,feature,/pt/assinar-pdf-no-celular,google,,,,,,medium,/pt/assinar-pdf-no-celular
2026-08-03,assinar contrato pdf online,usecase,/pt/assinar-contrato-pdf-online,google,,,,,,high,/pt/assinar-contrato-pdf-online
2026-08-03,assinar contrato de aluguel online,usecase,/pt/assinar-contrato-pdf-online,google,,,,,,medium,/pt/assinar-contrato-pdf-online
2026-08-03,assinar contrato digital,usecase,/pt/assinar-contrato-pdf-online,google,,,,,,medium,/pt/assinar-contrato-pdf-online
2026-08-03,assinar pdf para visto,usecase,/pt/assinar-pdf-para-visto,google,,,,,,high,/pt/assinar-pdf-para-visto
2026-08-03,assinar documentos para visto,usecase,/pt/assinar-pdf-para-visto,google,,,,,,medium,/pt/assinar-pdf-para-visto
2026-08-03,alternativa ao smallpdf gratis,competitor,/pt/alternativa-smallpdf-assinar-pdf,google,,,,,,high,/pt/alternativa-smallpdf-assinar-pdf
2026-08-03,alternativa ao docusign,competitor,/pt/alternativa-docusign-gratis,google,,,,,,high,/pt/alternativa-docusign-gratis
