date,keyword,cluster,page,engine,region,device,previous,current,delta,priority,actualUrl
2026-07-13,como assinar um pdf,feature,/pt/adicionar-assinatura-no-pdf,google,,,,,,high,/pt/adicionar-assinatura-no-pdf
2026-07-13,colocar assinatura em pdf,feature,/pt/adicionar-assinatura-no-pdf,google,,,,,,medium,/pt/adicionar-assinatura-no-pdf
2026-07-13,criar assinatura online,feature,/pt/criar-assinatura-online,google,,,,,,high,/pt/criar-assinatura-online
2026-07-13,criar assinatura digital gratis,feature,/pt/criar-assinatura-online,google,,,,,,high,/pt/criar-assinatura-online
2026-07-13,fazer assinatura eletronica,feature,/pt/criar-assinatura-online,google,,,,,,medium,/pt/criar-assinatura-online
2026-07-13,assinar pdf no celular,feature,/pt/assinar-pdf-no-celular,google,,,,,,high,/pt/assinar-pdf-no-celular
2026-07-13,assinar pdf pelo celular,feature,/pt/assinar-pdf-no-celular,google,,,,,,high,/pt/assinar-pdf-no-celular
2026-07-13,assinar documento no celular,feature,/pt/assinar-pdf-no-celular,google,,,,,,medium,/pt/assinar-pdf-no-celular
2026-07-13,assinar contrato pdf online,usecase,/pt/assinar-contrato-pdf-online,google,,,,,,high,/pt/assinar-contrato-pdf-online
2026-07-13,assinar contrato de aluguel online,usecase,/pt/assinar-contrato-pdf-online,google,,,,,,medium,/pt/assinar-contrato-pdf-online
2026-07-13,assinar contrato digital,usecase,/pt/assinar-contrato-pdf-online,google,,,,,,medium,/pt/assinar-contrato-pdf-online
2026-07-13,assinar pdf para visto,usecase,/pt/assinar-pdf-para-visto,google,,,,,,high,/pt/assinar-pdf-para-visto
2026-07-13,assinar documentos para visto,usecase,/pt/assinar-pdf-para-visto,google,,,,,,medium,/pt/assinar-pdf-para-visto
2026-07-13,alternativa ao smallpdf gratis,competitor,/pt/alternativa-smallpdf-assinar-pdf,google,,,,,,high,/pt/alternativa-smallpdf-assinar-pdf
2026-07-13,alternativa ao docusign,competitor,/pt/alternativa-docusign-gratis,google,,,,,,high,/pt/alternativa-docusign-gratis
